origin,destination,count,iata,name,city,state,country,latitude,longitude,origin_sum,state_group,ori_state_flights,city_unique,city_lat,city_long
ABE,ATL,853,00M,Thigpen,Bay Springs,MS,USA,31.95376472,-89.23450472,0,MS,22798,Bay Springs,31.95376472,-89.23450472
ABE,BHM,1,00R,Livingston Municipal,Livingston,TX,USA,30.68586111,-95.01792778,0,TX,747650,Livingston,30.68586111,-95.01792778
ABE,CLE,805,00V,Meadow Lake,Colorado Springs,CO,USA,38.94574889,-104.5698933,0,CO,280855,Colorado Springs,38.94574889,-104.5698933
ABE,CLT,465,01G,Perry-Warsaw,Perry,NY,USA,42.74134667,-78.05208056,0,NY,331333,Perry,42.74134667,-78.05208056
ABE,CVG,247,01J,Hilliard Airpark,Hilliard,FL,USA,30.6880125,-81.90594389,0,FL,466998,Hilliard,30.6880125,-81.90594389
ABE,DTW,997,01M,Tishomingo County,Belmont,MS,USA,34.49166667,-88.20111111,0,AL,46066,Belmont,34.49166667,-88.20111111
ABE,JFK,3,02A,Gragg-Wade,Clanton,AL,USA,32.85048667,-86.61145333,0,WI,75253,Clanton,32.85048667,-86.61145333
ABE,LGA,9,02C,Capitol,Brookfield,WI,USA,43.08751,-88.17786917,0,OH,126215,Brookfield,43.08751,-88.17786917
ABE,ORD,1425,02G,Columbiana County,East Liverpool,OH,USA,40.67331278,-80.64140639,0,MO,132190,East Liverpool,40.67331278,-80.64140639
ABE,PHL,2,03D,Memphis Memorial,Memphis,MO,USA,40.44725889,-92.22696056,0,MN,135801,Memphis,40.44725889,-92.22696056
ABI,DFW,2660,04M,Calhoun County,Pittsboro,MS,USA,33.93011222,-89.34285194,0,IN,60057,Pittsboro,33.93011222,-89.34285194
ABQ,AMA,368,04Y,Hawley Municipal,Hawley,MN,USA,46.88384889,-96.35089861,0,NV,198742,Hawley,46.88384889,-96.35089861
ABQ,ATL,1067,05C,Griffith-Merrillville,Griffith,IN,USA,41.51961917,-87.40109333,0,IL,461237,Griffith,41.51961917,-87.40109333
ABQ,AUS,433,05F,Gatesville - City/County,Gatesville,TX,USA,31.42127556,-97.79696778,0,ND,9180,Gatesville,31.42127556,-97.79696778
ABQ,BWI,546,05U,Eureka,Eureka,NV,USA,39.60416667,-116.0050597,0,MI,203129,Eureka,39.60416667,-116.0050597
ABQ,CLE,12,06A,Moton  Municipal,Tuskegee,AL,USA,32.46047167,-85.68003611,0,NE,30044,Tuskegee,32.46047167,-85.68003611
ABQ,CVG,260,06C,Schaumburg,Chicago/Schaumburg,IL,USA,41.98934083,-88.10124278,0,GA,435781,Chicago/Schaumburg,41.98934083,-88.10124278
ABQ,DAL,3078,06D,Rolla Municipal,Rolla,ND,USA,48.88434111,-99.62087694,0,DC,0,Rolla,48.88434111,-99.62087694
ABQ,DEN,4318,06M,Eupora Municipal,Eupora,MS,USA,33.53456583,-89.31256917,0,TN,159197,Eupora,33.53456583,-89.31256917
ABQ,DFW,2888,06N,Randall,Middletown,NY,USA,41.43156583,-74.39191722,0,AK,40966,Middletown,41.43156583,-74.39191722
ABQ,ELP,799,06U,Jackpot/Hayden,Jackpot,NV,USA,41.97602222,-114.6580911,0,ME,9776,Jackpot,41.97602222,-114.6580911
ABQ,EWR,167,07C,Dekalb County,Auburn,IN,USA,41.30716667,-85.06433333,0,MA,118372,Auburn,41.30716667,-85.06433333
ABQ,HOU,1011,07F,Gladewater Municipal,Gladewater,TX,USA,32.52883861,-94.97174556,0,VT,7005,Gladewater,32.52883861,-94.97174556
ABQ,IAD,365,07G,Fitch H Beach,Charlotte,MI,USA,42.57450861,-84.81143139,0,SD,9994,Charlotte,42.57450861,-84.81143139
ABQ,IAH,2261,07K,Central City Municipal,Central City,NE,USA,41.11668056,-98.05033639,0,NM,42107,Central City,41.11668056,-98.05033639
ABQ,LAS,2402,08A,Wetumpka Municipal,Wetumpka,AL,USA,32.52943944,-86.32822139,0,OK,50980,Wetumpka,32.52943944,-86.32822139
ABQ,LAX,2395,08D,Stanley Municipal,Stanley,ND,USA,48.30079861,-102.4063514,0,KS,14050,Stanley,48.30079861,-102.4063514
ABQ,LBB,366,08K,Harvard State,Harvard,NE,USA,40.65138528,-98.07978667,0,KY,124067,Harvard,40.65138528,-98.07978667
ABQ,MAF,367,08M,Carthage-Leake County,Carthage,MS,USA,32.76124611,-89.53007139,0,IA,27814,Carthage,32.76124611,-89.53007139
ABQ,MCI,670,09A,Butler-Choctaw County,Butler,AL,USA,32.11931306,-88.1274625,0,AR,33668,Butler,32.11931306,-88.1274625
ABQ,MCO,730,09J,Jekyll Island,Jekyll Island,GA,USA,31.07447222,-81.42777778,0,LA,67181,Jekyll Island,31.07447222,-81.42777778
ABQ,MDW,730,09K,Sargent Municipal,Sargent,NE,USA,41.63695083,-99.34038139,0,CA,824597,Sargent,41.63695083,-99.34038139
ABQ,MSP,677,09M,Charleston Municipal,Charleston,MS,USA,33.99150222,-90.078145,0,WA,127630,Charleston,33.99150222,-90.078145
ABQ,OAK,1016,09W,South Capitol Street,Washington,DC,USA,38.86872333,-77.00747583,0,VA,210702,Washington,38.86872333,-77.00747583
ABQ,OKC,229,0A3,Smithville Municipal,Smithville,TN,USA,35.98531194,-85.80931806,0,AZ,231811,Smithville,35.98531194,-85.80931806
ABQ,ONT,446,0A8,Bibb County,Centreville,AL,USA,32.93679056,-87.08888306,0,PA,158485,Centreville,32.93679056,-87.08888306
ABQ,ORD,751,0A9,Elizabethton Municipal,Elizabethton,TN,USA,36.37094306,-82.17374111,0,NJ,138622,Elizabethton,36.37094306,-82.17374111
ABQ,PDX,366,0AK,Pilot Station,Pilot Station,AK,USA,61.93396417,-162.8929358,0,OR,74207,Pilot Station,61.93396417,-162.8929358
ABQ,PHX,5265,0B1,Col. Dyke,Bethel,ME,USA,44.42506444,-70.80784778,0,NC,211820,Bethel,44.42506444,-70.80784778
ABQ,SAN,1034,0B4,Hartington Municipal,Hartington,NE,USA,42.60355556,-97.25263889,0,UT,143075,Hartington,42.60355556,-97.25263889
ABQ,SAT,424,0B5,Turners Falls,Montague,MA,USA,42.59136361,-72.52275472,0,MT,20280,Montague,42.59136361,-72.52275472
ABQ,SEA,721,0B7,Warren-Sugar Bush,Warren,VT,USA,44.11672722,-72.82705806,0,ID,27122,Warren,44.11672722,-72.82705806
ABQ,SFO,530,0B8,Elizabeth,Fishers Island,NY,USA,41.25130806,-72.03161139,0,CT,29449,Fishers Island,41.25130806,-72.03161139
ABQ,SLC,2307,0C0,Dacy,Chicago/Harvard,IL,USA,42.40418556,-88.63343222,0,SC,42537,Chicago/Harvard,42.40418556,-88.63343222
ABQ,SMF,466,0C4,Pender Municipal,Pender,NE,USA,42.11388722,-96.72892556,0,NH,18588,Pender,42.11388722,-96.72892556
ABQ,STL,366,0D1,South Haven Municipal,South Haven,MI,USA,42.35083333,-86.25613889,0,MD,104074,South Haven,42.35083333,-86.25613889
ABQ,TPA,366,0D8,Gettysburg Municipal,Gettysburg,SD,USA,44.98730556,-99.9535,0,DE,0,Gettysburg,44.98730556,-99.9535
ABQ,TUL,230,0.00E+00,Moriarty,Moriarty,NM,USA,34.98560639,-106.0094661,0,WV,3757,Moriarty,34.98560639,-106.0094661
ABQ,TUS,719,0.00E+00,Crownpoint,Crownpoint,NM,USA,35.71765889,-108.2015961,0,WY,9663,Crownpoint,35.71765889,-108.2015961
ABY,ATL,1095,0F2,Bowie Municipal,Bowie,TX,USA,33.60166667,-97.77556,0,PR,23950,Bowie,33.60166667,-97.77556
ACK,EWR,234,0F4,Loup City Municipal,Loup City,NE,USA,41.29028694,-98.99064278,0,RI,22509,Loup City,41.29028694,-98.99064278
ACK,JFK,223,0F7,Fountainhead Lodge Airpark,Eufaula,OK,USA,35.38898833,-95.60165111,0,NA,4775,Eufaula,35.38898833,-95.60165111
ACT,DFW,1993,0F8,William R Pogue Municipal,Sand Springs,OK,USA,36.17528,-96.15181028,0,AS,0,Sand Springs,36.17528,-96.15181028
ACV,CEC,362,0F9,Tishomingo Airpark,Tishomingo,OK,USA,34.19592833,-96.67555694,0,CQ,0,Tishomingo,34.19592833,-96.67555694
ACV,MRY,2,0G0,North Buffalo Suburban,Lockport,NY,USA,43.10318389,-78.70334583,0,GU,0,Lockport,43.10318389,-78.70334583
ACV,SFO,2343,0G3,Tecumseh Municipal,Tecumseh,NE,USA,40.39944417,-96.17139694,0,HI,110161,Tecumseh,40.39944417,-96.17139694
ACV,SJC,1,0G6,Williams County,Bryan,OH,USA,41.46736111,-84.50655556,0,VI,3408,Bryan,41.46736111,-84.50655556
ACV,SLC,388,0G7,Finger Lakes Regional,Seneca Falls,NY,USA,42.88062278,-76.78162028,0,,,Seneca Falls,42.88062278,-76.78162028
ACV,SMF,618,0H1,Trego Wakeeney,Wakeeney,KS,USA,39.0044525,-99.89289917,0,,,Wakeeney,39.0044525,-99.89289917
ACY,ATL,113,0I8,Cynthiana-Harrison County,Cynthiana,KY,USA,38.36674167,-84.28410056,0,,,Cynthiana,38.36674167,-84.28410056
ACY,JFK,1,0J0,Abbeville Municipal,Abbeville,AL,USA,31.60016778,-85.23882222,0,,,Abbeville,31.60016778,-85.23882222
ACY,LGA,2,0J4,Florala Municipal,Florala,AL,USA,31.04247361,-86.31156111,0,,,Florala,31.04247361,-86.31156111
ADK,ANC,102,0J6,Headland Municipal,Headland,AL,USA,31.364895,-85.30965556,0,,,Headland,31.364895,-85.30965556
ADQ,ANC,706,0K7,Humboldt Municipal,Humboldt,IA,USA,42.7360825,-94.24524167,0,,,Humboldt,42.7360825,-94.24524167
AEX,ATL,983,0L5,Goldfield,Goldfield,NV,USA,37.71798833,-117.2384119,0,,,Goldfield,37.71798833,-117.2384119
AEX,DFW,1005,0L7,Jean,Jean,NV,USA,35.76827222,-115.3296378,0,,,Jean,35.76827222,-115.3296378
AEX,IAH,342,0L9,Echo Bay,Overton,NV,USA,36.31108972,-114.4638672,0,,,Overton,36.31108972,-114.4638672
AGS,ATL,2380,0M0,Dumas Municipal,Dumas,AR,USA,33.8845475,-91.53429111,0,,,Dumas,33.8845475,-91.53429111
AGS,CLT,16,0M1,Scott,Parsons,TN,USA,35.63778,-88.127995,0,,,Parsons,35.63778,-88.127995
AGS,LGA,7,0M4,Benton County,Camden,TN,USA,36.01122694,-88.12328833,0,,,Camden,36.01122694,-88.12328833
AKN,ANC,78,0M5,Humphreys County,Waverly,TN,USA,36.11659972,-87.73815889,0,,,Waverly,36.11659972,-87.73815889
AKN,DLG,38,0M6,Panola County,Batesville,MS,USA,34.36677444,-89.90008917,0,,,Batesville,34.36677444,-89.90008917
ALB,ATL,1154,0M8,Byerley,Lake Providence,LA,USA,32.82587917,-91.187665,0,,,Lake Providence,32.82587917,-91.187665
ALB,BOS,1,0O3,Calaveras Co-Maury Rasmussen,San Andreas,CA,USA,38.14611639,-120.6481733,0,,,San Andreas,38.14611639,-120.6481733
ALB,BWI,2297,0O4,Corning Municipal,Corning,CA,USA,39.94376806,-122.1713781,0,,,Corning,39.94376806,-122.1713781
ALB,CLE,1113,0O5,University,Davis,CA,USA,38.53146222,-121.7864906,0,,,Davis,38.53146222,-121.7864906
ALB,CLT,956,0Q5,Shelter Cove,Shelter Cove,CA,USA,40.02764333,-124.0733639,0,,,Shelter Cove,40.02764333,-124.0733639
ALB,CVG,914,0Q6,Shingletown,Shingletown,CA,USA,40.52210111,-121.8177683,0,,,Shingletown,40.52210111,-121.8177683
ALB,DCA,327,0R0,Columbia-Marion County,Columbia,MS,USA,31.29700806,-89.81282944,0,,,Columbia,31.29700806,-89.81282944
ALB,DTW,1013,0R1,Atmore Municipal,Atmore,AL,USA,31.01621528,-87.44675972,0,,,Atmore,31.01621528,-87.44675972
ALB,EWR,611,0R3,Abbeville Chris Crusta Memorial,Abbeville,LA,USA,29.97576083,-92.08415167,0,,,Vidalia,31.56683278,-91.50011889
ALB,FLL,60,0R4,Concordia Parish,Vidalia,LA,USA,31.56683278,-91.50011889,0,,,Winnfield,31.96366222,-92.66026056
ALB,JFK,367,0R5,David G Joyce,Winnfield,LA,USA,31.96366222,-92.66026056,0,,,Coushatta,31.99071694,-93.30739306
ALB,LAS,366,0R7,Red River,Coushatta,LA,USA,31.99071694,-93.30739306,0,,,Oroville,48.958965,-119.4119622
ALB,MCO,1037,0S7,Dorothy Scott,Oroville,WA,USA,48.958965,-119.4119622,0,,,Port Townsend,48.04981361,-122.8012792
ALB,MDW,730,0S9,Jefferson County International,Port Townsend,WA,USA,48.04981361,-122.8012792,0,,,Salida,38.53916389,-106.0458483
ALB,MSP,57,0V2,Harriet Alexander,Salida,CO,USA,38.53916389,-106.0458483,0,,,Minden,40.5149125,-98.94565083
ALB,ORD,1630,0V3,Pioneer Village,Minden,NE,USA,40.5149125,-98.94565083,0,,,Brookneal,37.14172222,-79.01638889
ALB,PHL,449,0V4,Brookneal/Campbell County,Brookneal,VA,USA,37.14172222,-79.01638889,0,,,Mission,43.30694778,-100.6281936
ALB,SBN,1,0V6,Mission Sioux,Mission,SD,USA,43.30694778,-100.6281936,0,,,Kayenta,36.70972139,-110.2367978
ALB,TPA,391,0V7,Kayenta,Kayenta,AZ,USA,36.70972139,-110.2367978,0,,,Chicago/Greenwood/Wonderlake,42.40266472,-88.37588917
ALO,MSP,323,10C,Galt,Chicago/Greenwood/Wonderlake,IL,USA,42.40266472,-88.37588917,0,,,Winsted,44.94996278,-94.0669175
AMA,ABQ,366,10D,Winsted Municipal,Winsted,MN,USA,44.94996278,-94.0669175,0,,,Millersburg,40.53716667,-81.95436111
AMA,DAL,2669,10G,Holmes County,Millersburg,OH,USA,40.53716667,-81.95436111,0,,,Wallkill,41.62787111,-74.13375583
AMA,DEN,729,10N,Wallkill,Wallkill,NY,USA,41.62787111,-74.13375583,0,,,Owyhee,41.95323306,-116.1876014
AMA,DFW,2556,10U,Owyhee,Owyhee,NV,USA,41.95323306,-116.1876014,0,,,Clayton,31.88329917,-85.48491361
AMA,IAH,809,11A,Clayton Municipal,Clayton,AL,USA,31.88329917,-85.48491361,0,,,Clarion,41.22581222,-79.44098972
AMA,LAS,366,11D,Clarion Cty,Clarion,PA,USA,41.22581222,-79.44098972,0,,,Blakely,31.39698611,-84.89525694
AMA,TUL,1,11IS,Schaumburg Heliport,Chicago/Schaumburg,IL,USA,42.04808278,-88.05257194,0,,,Brenham,30.219,-96.37427778
ANC,ADK,102,11J,Early County,Blakely,GA,USA,31.39698611,-84.89525694,0,,,Rochelle,41.89300139,-89.07829
ANC,ADQ,706,11R,Brenham Municipal,Brenham,TX,USA,30.219,-96.37427778,0,,,Tower,47.81833333,-92.29166667
ANC,AKN,116,12C,Rochelle Municipal,Rochelle,IL,USA,41.89300139,-89.07829,0,,,Brewton,31.05126306,-87.06796833
ANC,ATL,115,12D,Tower Municipal,Tower,MN,USA,47.81833333,-92.29166667,0,,,Superior,40.04636111,-98.06011111
ANC,BET,1035,12J,Brewton Municipal,Brewton,AL,USA,31.05126306,-87.06796833,0,,,Le Sueur,44.43746472,-93.91274083
ANC,CDV,362,12K,Superior Municipal,Superior,NE,USA,40.04636111,-98.06011111,0,,,Lakeview,43.45213722,-85.26480333
ANC,CVG,90,12Y,Le Sueur Municipal,Le Sueur,MN,USA,44.43746472,-93.91274083,0,,,Andover,40.96676444,-74.78016556
ANC,DEN,451,13C,Lakeview,Lakeview,MI,USA,43.45213722,-85.26480333,0,,,Elba,31.40988861,-86.08883583
ANC,DFW,153,13K,Eureka Municipal,Eureka,KS,USA,37.8515825,-96.29169806,0,,,Hollandale,33.18262167,-90.83065444
ANC,DLG,78,13N,Trinca,Andover,NJ,USA,40.96676444,-74.78016556,0,,,Long Prairie,45.89857556,-94.87391
ANC,DTW,96,14J,Carl Folsom,Elba,AL,USA,31.40988861,-86.08883583,0,,,Haskell,33.19155556,-99.71793056
ANC,FAI,3217,14M,Hollandale Municipal,Hollandale,MS,USA,33.18262167,-90.83065444,0,,,Adel,31.13780556,-83.45308333
ANC,HNL,236,14Y,Todd Field,Long Prairie,MN,USA,45.89857556,-94.87391,0,,,Luka,34.7723125,-88.16587444
ANC,IAH,207,15F,Haskell Municipal,Haskell,TX,USA,33.19155556,-99.71793056,0,,,McCarthy,61.43706083,-142.9037372
ANC,JNU,1163,15J,Cook County,Adel,GA,USA,31.13780556,-83.45308333,0,,,Nunapitchuk,60.90582833,-162.4391158
ANC,LAS,237,15M,Luka,Luka,MS,USA,34.7723125,-88.16587444,0,,,Tiffin,41.09405556,-83.2125
ANC,LAX,238,15Z,McCarthy 2,McCarthy,AK,USA,61.43706083,-142.9037372,0,,,Dawson,31.74328472,-84.419285
ANC,MSP,826,16A,Nunapitchuk,Nunapitchuk,AK,USA,60.90582833,-162.4391158,0,,,Myrtle Creek,42.99845056,-123.3095092
ANC,OGG,27,16G,Seneca County,Tiffin,OH,USA,41.09405556,-83.2125,0,,,Bucyrus,40.78141667,-82.97469444
ANC,OME,365,16J,Dawson Municipal,Dawson,GA,USA,31.74328472,-84.419285,0,,,Donalsonville,31.00694444,-84.87761111
ANC,ORD,561,16S,Myrtle Creek Municipal,Myrtle Creek,OR,USA,42.99845056,-123.3095092,0,,,Boise City,36.77430028,-102.5104364
ANC,OTZ,725,17G,Port Bucyrus-Crawford County,Bucyrus,OH,USA,40.78141667,-82.97469444,0,,,Magee,31.86127139,-89.80285361
ANC,PDX,576,17J,Donalsonville Municipal,Donalsonville,GA,USA,31.00694444,-84.87761111,0,,,Cross Keys,39.70547583,-75.03300306
ANC,PHX,366,17K,Boise City,Boise City,OK,USA,36.77430028,-102.5104364,0,,,Manokotak,58.98896583,-159.0499739
ANC,SCC,363,17M,Magee Municipal,Magee,MS,USA,31.86127139,-89.80285361,0,,,Canon,34.34010472,-83.13348333
ANC,SEA,6257,17N,Cross Keys,Cross Keys,NJ,USA,39.70547583,-75.03300306,0,,,Pine Knot,36.69591306,-84.39160389
ANC,SFO,181,17Z,Manokotak,Manokotak,AK,USA,58.98896583,-159.0499739,0,,,Jefferson,34.17402472,-83.56066528
ANC,SLC,478,18A,Franklin County,Canon,GA,USA,34.34010472,-83.13348333,0,,,Lexington,33.12546111,-90.02555694
ASE,ATL,16,18I,McCreary County,Pine Knot,KY,USA,36.69591306,-84.39160389,0,,,Berlin,39.77842056,-74.94780389
ASE,DEN,3992,19A,Jackson County,Jefferson,GA,USA,34.17402472,-83.56066528,0,,,Port Protection,56.32880417,-133.6100844
ASE,GJT,1,19M,C A Moore,Lexington,MS,USA,33.12546111,-90.02555694,0,,,Copperhill,35.01619111,-84.34631083
ASE,LAX,334,19N,Camden,Berlin,NJ,USA,39.77842056,-74.94780389,0,,,Franklin,35.222595,-83.41904389
ASE,MSN,1,19P,Port Protection SPB,Port Protection,AK,USA,56.32880417,-133.6100844,0,,,Middlesboro,36.6106375,-83.73741611
ASE,ORD,332,1A3,Martin Campbell,Copperhill,TN,USA,35.01619111,-84.34631083,0,,,Gainesboro,36.39728139,-85.64164278
ASE,PHX,109,1A5,Macon County,Franklin,NC,USA,35.222595,-83.41904389,0,,,Prattville,32.438775,-86.51044778
ASE,RFD,1,1A6,Middlesboro-Bell County,Middlesboro,KY,USA,36.6106375,-83.73741611,0,,,Dexter,45.00839444,-69.23976722
ASE,SFO,62,1A7,Jackson County,Gainesboro,TN,USA,36.39728139,-85.64164278,0,,,Hudson,42.29130028,-73.71031944
ASE,SLC,459,1A9,Autauga County,Prattville,AL,USA,32.438775,-86.51044778,0,,,Fair Haven,43.61534389,-73.27455556
ATL,ABE,852,1B0,Dexter Regional,Dexter,ME,USA,45.00839444,-69.23976722,0,,,Mansfield,42.00013306,-71.19677139
ATL,ABQ,1064,1B1,Columbia Cty,Hudson,NY,USA,42.29130028,-73.71031944,0,,,Chicago/Plainfield,41.69597444,-88.12923056
ATL,ABY,1095,1B3,Fair Haven,Fair Haven,VT,USA,43.61534389,-73.27455556,0,,,Milbank,45.23053806,-96.56596556
ATL,ACY,113,1B9,Mansfield Municipal,Mansfield,MA,USA,42.00013306,-71.19677139,0,,,Plymouth,42.35003667,-83.45826833
ATL,AEX,982,1C5,Clow,Chicago/Plainfield,IL,USA,41.69597444,-88.12923056,0,,,Platte,43.40332833,-98.82952972
ATL,AGS,2381,1D1,Milbank Municipal,Milbank,SD,USA,45.23053806,-96.56596556,0,,,Hector,44.73107278,-94.71471333
ATL,ALB,1153,1D2,Canton -Plymouth -  Mettetal,Plymouth,MI,USA,42.35003667,-83.45826833,0,,,Webster,45.29329111,-97.51369889
ATL,ANC,115,1D3,Platte Municipal,Platte,SD,USA,43.40332833,-98.82952972,0,,,Redfield,44.86247611,-98.52953972
ATL,ASE,16,1D6,Hector Municipal,Hector,MN,USA,44.73107278,-94.71471333,0,,,Ardmore,34.14698917,-97.12265194
ATL,ATW,742,1D7,Webster Municipal,Webster,SD,USA,45.29329111,-97.51369889,0,,,Overbrook,34.07509694,-97.10667917
ATL,AUS,2255,1D8,Redfield Municipal,Redfield,SD,USA,44.86247611,-98.52953972,0,,,Madill,34.14040194,-96.81203222
ATL,AVL,1936,1F0,Downtown Ardmore,Ardmore,OK,USA,34.14698917,-97.12265194,0,,,Bridgeport,33.17533333,-97.82838889
ATL,AVP,584,1F1,Lake Murray State Park,Overbrook,OK,USA,34.07509694,-97.10667917,0,,,Bowling Green,41.391,-83.63013889
ATL,BDL,2140,1F4,Madill Municipal,Madill,OK,USA,34.14040194,-96.81203222,0,,,Kent,41.15186167,-81.41658306
ATL,BGR,270,1F9,Bridgeport Municipal,Bridgeport,TX,USA,33.17533333,-97.82838889,0,,,Peach Springs,35.99221,-113.8166164
ATL,BHM,2871,1G0,Wood County,Bowling Green,OH,USA,41.391,-83.63013889,0,,,Medina,41.13144444,-81.76491667
ATL,BMI,2509,1G3,Kent State University,Kent,OH,USA,41.15186167,-81.41658306,0,,,Cicero,43.18166667,-76.12777778
ATL,BNA,3096,1G4,Grand Canyon West,Peach Springs,AZ,USA,35.99221,-113.8166164,0,,,St Louis,38.72752,-90.50830417
ATL,BOI,41,1G5,Freedom,Medina,OH,USA,41.13144444,-81.76491667,0,,,Effingham,39.07045083,-88.53351972
ATL,BOS,5990,1G6,Michael,Cicero,NY,USA,43.18166667,-76.12777778,0,,,Linn,38.47149444,-91.81531667
ATL,BQK,924,1H0,Creve Coeur,St Louis,MO,USA,38.72752,-90.50830417,0,,,Casey,39.30250917,-88.00406194
ATL,BTR,2665,1H2,Effingham County Memorial,Effingham,IL,USA,39.07045083,-88.53351972,0,,,Freehold,42.36425,-74.06596806
ATL,BTV,500,1H3,Linn State Tech. College,Linn,MO,USA,38.47149444,-91.81531667,0,,,Delphi,40.54281417,-86.68167194
ATL,BUF,3578,1H8,Casey Municipal,Casey,IL,USA,39.30250917,-88.00406194,0,,,Bonifay,30.84577778,-85.60138889
ATL,BWI,5978,1I5,Freehold,Freehold,NY,USA,42.36425,-74.06596806,0,,,Lindsay,34.85007333,-97.58642028
ATL,BZN,60,1I9,Delphi Municipal,Delphi,IN,USA,40.54281417,-86.68167194,0,,,Goldsby,35.1550675,-97.47039389
ATL,CAE,2494,1J0,Tri-County,Bonifay,FL,USA,30.84577778,-85.60138889,0,,,Waynoka,36.56670028,-98.85231333
ATL,CAK,3902,1K2,Lindsay Municipal,Lindsay,OK,USA,34.85007333,-97.58642028,0,,,Satanta,37.45419111,-100.9921119
ATL,CHA,2082,1K4,David J. Perry,Goldsby,OK,USA,35.1550675,-97.47039389,0,,,Reserve,30.08720833,-90.58266528
ATL,CHO,786,1K5,Waynoka Municipal,Waynoka,OK,USA,36.56670028,-98.85231333,0,,,Panaca,37.78746444,-114.4216567
ATL,CHS,4492,1K9,Satanta Municipal,Satanta,KS,USA,37.45419111,-100.9921119,0,,,Escalante,37.74532639,-111.5701653
ATL,CID,357,1L0,St. John the Baptist Parish,Reserve,LA,USA,30.08720833,-90.58266528,0,,,Parowan,37.85969694,-112.816055
ATL,CLE,2865,1L1,Lincoln Co,Panaca,NV,USA,37.78746444,-114.4216567,0,,,No Lit Rock,34.83398056,-92.25792778
ATL,CLT,6720,1L7,Escalante Municipal,Escalante,UT,USA,37.74532639,-111.5701653,0,,,Belzoni,33.14518056,-90.51528472
ATL,CMH,1796,1L9,Parowan,Parowan,UT,USA,37.85969694,-112.816055,0,,,Haleyville,34.28034806,-87.60044139
ATL,COS,589,1M1,North Little Rock Municipal,No Lit Rock,AR,USA,34.83398056,-92.25792778,0,,,Portland,36.59287528,-86.47691028
ATL,CRP,5,1M2,Belzoni Municipal,Belzoni,MS,USA,33.14518056,-90.51528472,0,,,Fulton,36.52589417,-88.91561611
ATL,CRW,1430,1M4,Posey,Haleyville,AL,USA,34.28034806,-87.60044139,0,,,Mountain Grove,37.12071889,-92.311245
ATL,CSG,1481,1M5,Portland Municipal,Portland,TN,USA,36.59287528,-86.47691028,0,,,East Moriches,40.82787639,-72.74871083
ATL,CVG,2810,1M7,Fulton,Fulton,KY,USA,36.52589417,-88.91561611,0,,,Woodbine,39.21915,-74.794765
ATL,DAB,2413,1MO,Mountain Grove Memorial,Mountain Grove,MO,USA,37.12071889,-92.311245,0,,,Blairstown,40.97114556,-74.99747556
ATL,DAY,4372,1N2,Spadaro,East Moriches,NY,USA,40.82787639,-72.74871083,0,,,Allentown,40.57027778,-75.48830556
ATL,DCA,7289,1N4,Woodbine Muni,Woodbine,NJ,USA,39.21915,-74.794765,0,,,Kindred,46.6485775,-97.00564306
ATL,DEN,5726,1N7,Blairstown,Blairstown,NJ,USA,40.97114556,-74.99747556,0,,,Grandfield,34.23758944,-98.74200917
ATL,DFW,9847,1N9,Allentown Queen City Muni,Allentown,PA,USA,40.57027778,-75.48830556,0,,,Lakeport,38.99017472,-122.8997175
ATL,DHN,1397,1ND3,Hamry,Kindred,ND,USA,46.6485775,-97.00564306,0,,,Lodi,38.20241667,-121.2684167
ATL,DSM,1114,1O1,Grandfield Municipal,Grandfield,OK,USA,34.23758944,-98.74200917,0,,,Thomas,35.73338222,-98.73063833
ATL,DTW,5612,1O2,Lampson,Lakeport,CA,USA,38.99017472,-122.8997175,0,,,Dunsmuir,41.26320889,-122.2719528
ATL,EGE,110,1O3,Lodi,Lodi,CA,USA,38.20241667,-121.2684167,0,,,Jena,31.671005,-92.15846722
ATL,ELP,575,1O4,Thomas Municipal,Thomas,OK,USA,35.73338222,-98.73063833,0,,,Brookhaven,31.6058475,-90.40931583
ATL,EVV,1150,1O6,Dunsmuir Municipal-Mott,Dunsmuir,CA,USA,41.26320889,-122.2719528,0,,,Bay Minette,30.87046278,-87.81738167
ATL,EWN,791,1R1,Jena,Jena,LA,USA,31.671005,-92.15846722,0,,,Puyallup,47.10391667,-122.2871944
ATL,EWR,8028,1R7,Brookhaven-Lincoln County,Brookhaven,MS,USA,31.6058475,-90.40931583,0,,,Forsyth,46.27110639,-106.6239206
ATL,EYW,974,1R8,Bay Minette Municipal,Bay Minette,AL,USA,30.87046278,-87.81738167,0,,,Sunnyside,46.32763139,-119.9705964
ATL,FAY,2173,1S0,Pierce County,Puyallup,WA,USA,47.10391667,-122.2871944,0,,,Priest River,48.19018611,-116.9093644
ATL,FCA,25,1S3,Tillitt,Forsyth,MT,USA,46.27110639,-106.6239206,0,,,Paris,42.24714972,-111.33826
ATL,FLL,7665,1S5,Sunnyside Municipal,Sunnyside,WA,USA,46.32763139,-119.9705964,0,,,Navajo Dam,36.80833833,-107.6514444
ATL,FLO,614,1S6,Priest River Muni,Priest River,ID,USA,48.19018611,-116.9093644,0,,,Hyannis,42.00942944,-101.7693439
ATL,FNT,3132,1U7,Bear Lake County,Paris,ID,USA,42.24714972,-111.33826,0,,,Boulder,40.03942972,-105.2258217
